單字,台語例句,台羅拼音,中文翻譯,來源詞目,資料品質,擷取時間,資料來源
市場,伊講當選了後，欲整頓市場，結果攏無影跡。,"I kóng tòng-suán liáu-āu, beh tsíng-tùn tshī-tiûnn, kiat-kó lóng bô iánn-tsiah.。",他說當選之後，要整頓市場，結果都是虛假。,影跡,完整,2025-08-27 16:15:02,教育部臺灣台語常用詞辭典
戲院,警察佇戲院門口掠著黃牛。,Kíng-tshat tī hì-īnn mn̂g-kháu lia̍h-tio̍h n̂g-gû.。,警察在電影院門口抓到黃牛。,黃牛,完整,2025-08-27 16:14:40,教育部臺灣台語常用詞辭典
房間,古早嫁娶的風俗誠心適，新娘暗頓愛佇房間內底食，好命婆捀幾項仔飯菜入來，有雞肉、鰇魚，閣會講好話：「食雞，會起家；食鰇魚，生囡仔好育飼。」予新娘止飢兼祝賀。,"Kóo-tsá kè-tshuā ê hong-sio̍k tsiânn sim-sik, sin-niû àm-tǹg ài tī pâng-king lāi-té tsia̍h, hó-miā-pô phâng kuí-hāng-á pn̄g-tshài ji̍p--lâi, ū ke-bah, jiû-hî, koh ē kóng hó-uē, “Tsia̍h ke, ē khí-ke; tsia̍h jiû-hî, senn gín-á hó io-tshī.” Hōo sin-niû tsí-ki kiam tsiok-hō.。」給新娘墊墊肚子兼祝福。",舊時結婚的風俗很有趣，新娘的晚餐要在臥室裡吃，喜娘會端幾樣飯菜進來，有雞肉、魷魚，還會說吉祥話：「吃雞，會建立家庭；吃魷魚，生出來的孩子會很好養育。」給新娘墊墊肚子兼祝福。,食雞，會起家；食鰇魚，生囡仔好育飼。,完整,2025-08-27 16:13:01,教育部臺灣台語常用詞辭典
樓梯,非洲真濟國家因為飢荒，百姓枵飢失頓，真濟囡仔攏「腹肚若水櫃，胸坎若樓梯」，予人真毋甘。,"Hui-tsiu tsin tsē kok-ka in-uī ki-hng, peh-sènn iau-ki-sit-tǹg, tsin tsē gín-á lóng “pak-tóo ná tsuí-kuī, hing-khám ná lâu-thui”, hōo lâng tsin m̄-kam.。",非洲很多國家因為飢荒，人民三餐不繼，很多兒童都「骨瘦如柴，卻又挺個大肚子」，讓人很不捨。,腹肚若水櫃，胸坎若樓梯。,完整,2025-08-27 16:13:59,教育部臺灣台語常用詞辭典
樓跤,樓跤有人咧喝咻，毋知是啥物代誌。,"Lâu-kha ū lâng teh huah-hiu, m̄ tsai sī siánn-mih tāi-tsì.。",樓下有人在大聲叫嚷，不知道是什麼事情。,喝咻,完整,2025-08-27 16:14:07,教育部臺灣台語常用詞辭典
樓頂,你起去樓頂共恁阿爸鬥晾衫。,Lí khí-khì lâu-tíng kā lín a-pah tàu nê sann.。,你上樓去幫你爸爸晾衣服。,起去,完整,2025-08-27 16:13:45,教育部臺灣台語常用詞辭典
水庫,誠久無落雨矣，水庫的水一直消蝕落去。,"Tsiânn kú bô lo̍h-hōo--ah, tsuí-khòo ê tsuí it-ti̍t siau-si̍h--lo̍h-khì.。",很久沒下雨了，水庫的水一直蒸發掉。,消蝕,完整,2025-08-27 16:15:27,教育部臺灣台語常用詞辭典
水池,我毋知水池仔的深淺。,Guá m̄ tsai tsuí-tî-á ê tshim-tshián.。,我不知道水池的深度。,深淺,完整,2025-08-27 16:13:04,教育部臺灣台語常用詞辭典
水溝,古早對唐山渡烏水溝來臺灣的人，總扯十个死六个，實在真無捨施。,"Kóo-tsá tuì Tn̂g-suann tōo Oo-tsuí-kau lâi Tâi-uân ê lâng, tsóng-tshé tsa̍p ê sí la̍k ê, si̍t-tsāi tsin bô-siá-sì.。",以前從唐山渡黑水溝來臺灣的人，平均十個死六個，實在很可憐。,烏水溝,完整,2025-08-27 16:15:44,教育部臺灣台語常用詞辭典
水溝仔,水溝仔窒牢咧，落大雨的時水瀉袂出去。,"Tsuí-kau-á that-tiâu--leh, lo̍h tuā-hōo ê sî tsuí sià bē tshut--khì.。",水溝堵住了，下大雨時水排不出去。,瀉,完整,2025-08-27 16:16:05,教育部臺灣台語常用詞辭典
浴間仔,浴間仔的水道頭咧漏水，阮仙舞都袂好勢，結局阮阿爸攑活扳仔共鎖予絚，一下手就好勢溜溜，有影是「食著藥，青草一葉；食毋著藥，人參一石」。,"Tsia̍h tio̍h io̍h, tshenn-tsháu tsi̍t hio̍h; tsia̍h m̄-tio̍h io̍h, jîn-sim tsi̍t tsio̍h",浴室的水龍頭漏水，我們怎麼修理都沒用。結果我爸爸拿活動板手將它鎖緊，三兩下就搞定，正所謂「做事掌握關鍵，方能達到事半功倍之效」。,食著藥，青草一葉；食毋著藥，人參一石。,完整,2025-08-27 16:13:06,教育部臺灣台語常用詞辭典
灶跤,我轉來欲攢下晝頓，行入灶跤就看著大漢查某囝當咧煮矣。,"Guá tńg-lâi beh tshuân ē-tàu-tǹg, kiânn-ji̍p tsàu-kha tō khuànn-tio̍h tuā-hàn tsa-bóo-kiánn tng-teh tsú--ah.。",我回來要做午飯，走進廚房就看到大女兒正在煮了。,下晝頓,完整,2025-08-27 16:15:07,教育部臺灣台語常用詞辭典
燈塔,有燈塔的指引，船仔才會當平安入港。,"Ū ting-thah ê tsí-ín, tsûn-á tsiah ē-tàng pîng-an ji̍p káng.。",有燈塔的指引，船才能夠平安入港。,燈塔,完整,2025-08-27 16:16:14,教育部臺灣台語常用詞辭典
碼頭,船到碼頭，逐家攏準備欲落船。,"Tsûn kàu bé-thâu, ta̍k-ke lóng tsún-pī beh lo̍h-tsûn.。",船到碼頭，大家都準備要下船。,落船,完整,2025-08-27 16:13:23,教育部臺灣台語常用詞辭典
窗仔,若欲共窗仔子刻甲有花有草，著愛倩會曉幼工的木匠來創才會媠。,"Nā beh kā thang-á-tsí khik kah ū hue ū tsháu, tio̍h-ài tshiànn ē-hiáu iù-kang ê ba̍k-tshiūnn lâi tshòng tsiah ē suí.。",想把窗櫺雕成有花有草的圖案，必須聘請會細工的木匠來做才會漂亮。,幼工,完整,2025-08-27 16:14:51,教育部臺灣台語常用詞辭典
花園,伊公開展覽伊的私人花園。,I kong-khai tián-lám i ê su-jîn hue-hn̂g.。,他把他的私人花園公開展覽。,公開,完整,2025-08-27 16:13:09,教育部臺灣台語常用詞辭典
菜市仔,想欲食金瓜湯，煞規菜市仔攏無人咧賣金瓜，「無魚，蝦嘛好」，今仔日先買冬瓜轉來去𤉙排骨湯。,"Siūnn-beh tsia̍h kim-kue-thng, suah kui tshài-tshī-á lóng bô lâng teh bē kim-kue, “bô hî, hê mā hó”, kin-á-ji̍t sing bé tang-kue tńg lâi-khì kûn pâi-kut-thng.。",想喝南瓜湯，整個菜市場卻沒有人賣南瓜，「退而求其次」，今天先買冬瓜回家煮排骨湯。,無魚，蝦嘛好。,完整,2025-08-27 16:15:46,教育部臺灣台語常用詞辭典
路口,行到雙叉路口，毋知愛按怎行。,"Kiânn kàu siang-tshe-lōo-kháu, m̄ tsai ài án-tsuánn kiânn.。",走到雙叉路口，不知道該怎麼走。,雙叉路,完整,2025-08-27 16:14:24,教育部臺灣台語常用詞辭典
辦公室,這陣時勢無仝矣，古早彼種「千途萬途，毋值得翻田塗」的觀念早就退時去矣，少年人攏嘛欲揣坐佇辦公室吹冷氣的頭路，今是有幾个甘願攑鋤頭落田去作穡咧！,"Tsit-tsūn sî-sè bô kāng--ah, kóo-tsá hit tsióng “tshian tôo bān tôo, m̄ ta̍t-tit huan tshân-thôo” ê kuan-liām tsá tō thè-sî--khì--ah, siàu-liân-lâng lóng mā beh tshuē tsē tī pān-kong-sik tshue líng-khì ê thâu-lōo, tann sī ū kuí ê kam-guān gia̍h tî-thâu lo̍h-tshân khì tsoh-sit--leh!。",現今時代不同了，以前那套「重農輕商」的觀念早已過時了，年輕人都想找坐在辦公室吹冷氣的工作，現在有幾個願意拿著鋤頭下田耕種啊！,千途萬途，毋值得翻田塗。,完整,2025-08-27 16:14:48,教育部臺灣台語常用詞辭典
運動埕,學校宣佈運動會欲緩期，講聽候運動埕整修好勢才來辦。,"Ha̍k-hāu suan-pòo ūn-tōng-huē beh uān-kî, kóng thìng-hāu ūn-tōng-tiânn tsíng-siu hó-sè tsiah lâi pān.。",學校宣布運動會要延期，說等到運動場整修完成後再舉辦。,緩期,完整,2025-08-27 16:16:11,教育部臺灣台語常用詞辭典
鐵路,欲完成這條高速鐵路，著閣坉錢。,"Beh uân-sîng tsit tiâu ko-sok thih-lōo, tio̍h koh thūn-tsînn.。",想要完成這條高速鐵路，得再填補資金。,坉錢,完整,2025-08-27 16:14:18,教育部臺灣台語常用詞辭典
電台,電台節目咧推銷健康食品，定定講甲比美國仙丹閣較好用。,"Tiān-tâi tsiat-bo̍k teh thui-siau kiān-khong si̍t-phín, tiānn-tiānn kóng kah pí Bí-kok-sian-tan koh-khah hó-īng.。",電台節目在推銷健康食品，常常說得比靈丹妙藥還好用。,美國仙丹,完整,2025-08-27 16:14:56,教育部臺灣台語常用詞辭典
電影院,這間電影院的設備真周全。,Tsit king tiān-iánn-īnn ê siat-pī tsin tsiu-tsuân.。,這間電影院的設備很完善。,設備,完整,2025-08-27 16:16:08,教育部臺灣台語常用詞辭典
電梯,都市的厝邊兜，就準講佇電梯間搪著，嘛無的確會相借喙。,"Too-tshī ê tshù-pinn-tau, tō tsún-kóng tī tiān-thui-king tn̄g--tio̍h, mā bô-tik-khak ē sio-tsioh-tshuì.。",都市的鄰居之間，即便在電梯裡面不期而遇，也未必會相互打招呼。,相借喙,完整,2025-08-27 16:13:31,教育部臺灣台語常用詞辭典
高速公路,高速公路好駛車，毋過路標複雜，一下看無真，落南駛對上北去，就「一丈差九尺」，加了時間、閣加了油的。,"Ko-sok kong-lōo hó sái-tshia, m̄-koh lōo-piau ho̍k-tsa̍p, tsi̍t-ē khuànn bô tsin, lo̍h-lâm sái tuì tsiūnn-pak--khì, tō “tsi̍t tn̄g tsha káu tshioh”, ke liáu sî-kan, koh ke liáu iû--ê.。",高速公路好開車，但是號誌複雜，一下沒看仔細，南下開到北上去，「南轅北轍」，費時又費油。,一丈差九尺。,完整,2025-08-27 16:13:26,教育部臺灣台語常用詞辭典
𥴊仔店,我提一千箍去𥴊仔店買五十箍的物件，頭家娘找我四百五。我講伊找毋著，伊一直諍講我予伊五百箍。等錄影看了，伊隨雞喙變鴨喙。,"Guá the̍h tsi̍t-tshing khoo khì kám-á-tiàm bé gōo-tsa̍p khoo ê mi̍h-kiānn, thâu-ke-niû tsāu guá sì-pah-gōo. Guá kóng i tsāu m̄-tio̍h, i it-ti̍t tsènn kóng guá hōo i gōo-pah khoo. Tán lo̍k-iánn khuànn-liáu, i suî ke-tshuì piàn ah-tshuì.。我說他找錯了，她一直爭辯說我給她五百塊。等看過錄影，她立刻啞口無言。",我拿一千塊到雜貨店買五十塊的東西，老闆娘找我四百五。我說他找錯了，她一直爭辯說我給她五百塊。等看過錄影，她立刻啞口無言。,雞喙變鴨喙,完整,2025-08-27 16:13:50,教育部臺灣台語常用詞辭典
