單字,台語例句,台羅拼音,中文翻譯,來源詞目,資料品質,擷取時間,資料來源
榕樹,廟口的榕樹跤不時都有一寡人佇遐泡茶、開講。,"Biō-kháu ê tshîng-tshiū-kha put-sî to ū tsi̍t-kuá lâng tī hia phàu tê, khai-káng.。",廟口的榕樹下經常都有一些人在那裡泡茶、聊天。,廟口,完整,2025-08-27 15:23:25,教育部臺灣台語常用詞辭典
樹林,伊覕佇烏暗的樹林，心內真驚惶。,"I bih tī oo-àm ê tshiū-nâ, sim-lāi tsin kiann-hiânn.。",他躲在黑暗的森林，內心很驚慌。,烏暗,完整,2025-08-27 15:20:47,教育部臺灣台語常用詞辭典
樹枝,阮逐擺對遐行過，攏會予樹枝刮著。,"Guán ta̍k-pái tuì hia kiânn--kuè, lóng ē hōo tshiū-ki kueh--tio̍h.。",我們每一次經過那裡，都會被樹枝絆到。,刮替kueh/kuih,完整,2025-08-27 15:20:17,教育部臺灣台語常用詞辭典
樹葉,樹仔跤的樹葉仔無偌濟，用鋏仔鋏鋏咧就會用得矣。,"Tshiū-á-kha ê tshiū-hio̍h-á bô guā-tsē, iōng giap-á giap-giap--leh tō ē-īng--tit--ah.。",樹底下的樹葉沒有很多，拿夾子夾一夾就可以了。,鋏仔,完整,2025-08-27 15:21:27,教育部臺灣台語常用詞辭典
樹葉仔,樹仔跤的樹葉仔無偌濟，用鋏仔鋏鋏咧就會用得矣。,"Tshiū-á-kha ê tshiū-hio̍h-á bô guā-tsē, iōng giap-á giap-giap--leh tō ē-īng--tit--ah.。",樹底下的樹葉沒有很多，拿夾子夾一夾就可以了。,鋏仔,完整,2025-08-27 15:20:50,教育部臺灣台語常用詞辭典
檨仔,臺灣熱人出產真濟芳甜的果子，譬論檨仔、荔枝佮芳瓜。,"Tâi-uân jua̍h--lâng tshut-sán tsin tsē phang-tinn ê kué-tsí, phì-lūn suāinn-á, nāi-tsi kah phang-kue.。",臺灣在夏天出產很多香甜的水果，例如芒果、荔枝和香瓜。,譬論,完整,2025-08-27 15:19:12,教育部臺灣台語常用詞辭典
櫻花,我約伊今仔日中晝佇公園會合，做伙去看櫻花。,"Guá iok i kin-á-ji̍t tiong-tàu tī kong-hn̂g huē-ha̍p, tsò-hué khì khuànn ing-hue.。",我約他今天中午在公園會合，要一起去賞櫻。,會合,完整,2025-08-27 15:19:09,教育部臺灣台語常用詞辭典
玉蘭花,一攕玉蘭花。,Tsi̍t tshiám gio̍k-lân-hue.。,一串玉蘭花。,攕替tshiám,完整,2025-08-27 15:20:19,教育部臺灣台語常用詞辭典
王梨,「王梨頭，西瓜尾」是咧講王梨是倚蒂頭的所在上蓋甜，西瓜顛倒是離蒂頭上遠的彼爿較甜，欲食的時先食較無甜的彼爿就會愈食愈甜。,"“Ông-lâi thâu, si-kue bué” sī teh kóng ông-lâi sī uá tì-thâu ê sóo-tsāi siōng-kài tinn, si-kue tian-tò sī lī tì-thâu siōng hn̄g ê hit pîng khah tinn, beh tsia̍h ê sî sing tsia̍h khah bô tinn ê hit pîng tō ē jú tsia̍h jú tinn.。",「鳳梨頭，西瓜尾」是說鳳梨最甜的地方是靠近基根底部的那頭，西瓜反而是離蒂頭最遠端的那邊最甜，要吃的時候先吃比較不甜的那邊就會越吃越甜。,王梨頭，西瓜尾。,完整,2025-08-27 15:22:37,教育部臺灣台語常用詞辭典
瓜仔哖,瓜仔哖有腥味。,Kue-á-nî ū tshènn-bī.。,小黃瓜有生青味。,腥,完整,2025-08-27 15:20:11,教育部臺灣台語常用詞辭典
瓜子,這種木瓜品質真好，你提一寡仔木瓜子去湠種。,"Tsit tsióng bo̍k-kue phín-tsit tsin hó, lí the̍h tsi̍t-kuá-á bo̍k-kue-tsí khì thuànn-tsíng.。",這種木瓜品質很好，你拿一些木瓜種子去繁殖。,湠種,完整,2025-08-27 15:22:29,教育部臺灣台語常用詞辭典
甘蔗,俗語講，「甘蔗無雙頭甜。」也欲清閒，也欲趁大錢，世間哪有遐爾好空的代誌？,"Sio̍k-gí kóng, “Kam-tsià bô siang-thâu tinn.” Iā beh tshing-îng, iā beh thàn tuā tsînn, sè-kan ná ū hiah-nī hó-khang ê tāi-tsì?。」又要清閒，又要賺大錢，世上哪有那麼好的事情？",俗話說，「甘蔗沒有頭尾都是甜的。」又要清閒，又要賺大錢，世上哪有那麼好的事情？,甘蔗無雙頭甜。,完整,2025-08-27 15:21:15,教育部臺灣台語常用詞辭典
番薯,古早糧食缺欠的時，煮糜是幾粒米、一寡番薯簽乾摻一大坩水，「一粒田螺煮九碗公湯」，欲罟一粒飯粒仔就親像海底摸針，真僫啦！,"Kóo-tsá niû-si̍t khueh-khiàm ê sî, tsú muê sī kuí lia̍p bí, tsi̍t-kuá han-tsî-tshiam-kuann tsham tsi̍t tuā khann tsuí, “tsi̍t lia̍p tshân-lê tsú káu uánn-kong thng”, beh koo tsi̍t lia̍p pn̄g-lia̍p-á tō tshin-tshiūnn hái-té bong tsiam, tsin oh--lah!。",從前糧食匱乏的時代，煮稀飯是幾粒米、一些番薯簽乾加一大鍋的水，「一粒田螺煮九海碗湯」，要撈到一粒米粒就像海底撈針，好難啊！,一粒田螺煮九碗公湯。,完整,2025-08-27 15:21:10,教育部臺灣台語常用詞辭典
番麥,這角勢有真濟人種番麥。,Tsit kak-sì ū tsin tsē lâng tsìng huan-be̍h.。,這一帶有很多人種玉蜀黍。,角勢,完整,2025-08-27 15:19:43,教育部臺灣台語常用詞辭典
白菜,白菜滷是阮大家的手路菜，阮兜逐家攏真愛食。,"Pe̍h-tshài-lóo sī guán ta-ke ê tshiú-lōo-tshài, guán tau ta̍k-ke lóng tsin ài tsia̍h.。",滷白菜是我婆婆的拿手菜，我家每個人都很愛吃。,白菜滷,完整,2025-08-27 15:24:10,教育部臺灣台語常用詞辭典
石榴,七月七，龍眼烏，石榴必。,"Tshit-gue̍h tshit, lîng-gíng oo, sia̍h-liû pit.。意為七月是龍眼和石榴成熟的季節。",七月七，龍眼黑，石榴裂。意為七月是龍眼和石榴成熟的季節。,石榴,完整,2025-08-27 15:23:03,教育部臺灣台語常用詞辭典
稻仔,較早作田人攏放伴割稻仔，人若來鬥相共，愛攢三頓佮點心予人食，閣袂使驚人大食。,"Khah-tsá tsoh-tshân-lâng lóng pàng-phuānn kuah-tiū-á, lâng nā lâi tàu-sann-kāng, ài tshuân sann tǹg kah tiám-sim hōo lâng tsia̍h, koh bē-sái kiann lâng tuā-tsia̍h.。",從前農人都輪流協助割稻子，人家如果來幫忙，要準備三餐跟點心給人家吃，還不能怕人家食量大。,大食,完整,2025-08-27 15:19:35,教育部臺灣台語常用詞辭典
竹仔,除了竹仔佮七里香以外，燈仔花嘛是上捷種來做籬笆的樹仔。,"Tû-liáu tik-á kah tshit-lí-hiong í-guā, ting-á-hue mā sī siōng tsia̍p tsìng-lâi tsò lî-pa ê tshiū-á.。",除了竹子和七里香以外，朱槿也是最常種植來當圍籬的樹木。,燈仔花,完整,2025-08-27 15:21:01,教育部臺灣台語常用詞辭典
竹筍,竹筍仔炒肉絲蓋好食。,Tik-sún-á tshá bah-si kài hó-tsia̍h.。,竹筍炒肉絲很好吃。,肉絲,完整,2025-08-27 15:20:05,教育部臺灣台語常用詞辭典
紅豆,紅豆做紅豆囥，綠豆做綠豆囥。,"Âng-tāu tsò âng-tāu khǹg, li̍k-tāu tsò li̍k-tāu khǹg.。",紅豆放紅豆那裏，綠豆放綠豆那裏。,做,完整,2025-08-27 15:20:44,教育部臺灣台語常用詞辭典
綠豆,冰櫥內底有一鼎綠豆湯，你去𣁳一碗來食。,"Ping-tû lāi-té ū tsi̍t tiánn li̍k-tāu-thng, lí khì khat tsi̍t uánn lâi tsia̍h.。",冰箱裡有一鍋綠豆湯，你去盛一碗來吃。,冰櫥,完整,2025-08-27 15:22:49,教育部臺灣台語常用詞辭典
芋仔,糋好的芋仔糋欲食進前愛閣乍一下。,Tsìnn hó ê ōo-á-tsìnn beh tsia̍h tsìn-tsîng ài koh tsànn--tsi̍t-ē.。,炸好的芋頭要吃之前得先過油再稍微炸一下。,乍替tsànn,完整,2025-08-27 15:21:18,教育部臺灣台語常用詞辭典
花蕊,公園內的花蕊真清芳。,Kong-hn̂g-lāi ê hue-luí tsin tshing-phang.。,公園裡的花朵很清香。,清芳,完整,2025-08-27 15:21:57,教育部臺灣台語常用詞辭典
芹菜,煮貢丸湯的時陣，摻一搣仔芹菜珠，不止仔合味。,"Tsú kòng-uân-thng ê sî-tsūn, tsham tsi̍t-me-á khîn-tshài-tsu, put-tsí-á ha̍h-bī.。",煮貢丸湯的時候，加一把芹菜珠，非常對味。,芹菜珠,完整,2025-08-27 15:21:29,教育部臺灣台語常用詞辭典
茄仔,茄仔開黃花──反種。,Kiô-á khui n̂g hue──huán-tsíng.。歇後語，形容違反常態。,茄子一般都開紫色的花，開黃花的就是變種。歇後語，形容違反常態。,反種,完整,2025-08-27 15:22:00,教育部臺灣台語常用詞辭典
草仔,阿媽共燃好的青草仔茶，用漏仔貯入去玻璃矸仔，冰佇冰箱予逐家啉。,"A-má kā hiânn-hó ê tshenn-tsháu-á-tê, iōng lāu-á té ji̍p-khì po-lê kan-á, ping tī ping-siunn hōo ta̍k-ke lim.。",奶奶把煮好的青草茶，用漏斗裝進玻璃瓶中，冰在冰箱給大家喝。,漏仔,完整,2025-08-27 15:23:42,教育部臺灣台語常用詞辭典
荔枝,若欲治荔枝欉頂懸的臭腥龜仔，用雪文水共噴，不止仔有應效。,"Nā beh tī nāi-tsi-tsâng tíng-kuân ê tshàu-tshènn-ku-á, iōng sap-bûn-tsuí kā phùn, put-tsí-á ū ìng-hāu.。",想對付荔枝樹上的椿象，用肥皂水直接噴它相當有效。,臭腥龜仔,完整,2025-08-27 15:23:08,教育部臺灣台語常用詞辭典
菜心,去買一罐菜心來配糜。,Khì bé tsi̍t kuàn tshài-sim lâi phuè muê.。,去買一罐菜心來配稀飯。,菜心,完整,2025-08-27 15:22:03,教育部臺灣台語常用詞辭典
菜瓜,最近足歹運，欲食菜頭湯，去買著蓬心的菜頭；欲去剃頭，剃頭店無開門，有影是「人若衰，種匏仔生菜瓜」。,"Tsuè-kīn tsiok pháinn-ūn, beh tsia̍h tshài-thâu-thng, khì bé-tio̍h pōng-sim ê tshài-thâu; beh khì thì-thâu, thì-thâu-tiàm bô khui-mn̂g, ū-iánn sī “lâng nā sue, tsìng pû-á senn tshài-kue”.。",最近運氣很糟，想喝蘿蔔湯，竟買到空心的蘿蔔；想去理髮，理髮店沒開門，真的是「人一倒楣，種匏瓜也會長出絲瓜」。,人若衰，種匏仔生菜瓜。,完整,2025-08-27 15:22:54,教育部臺灣台語常用詞辭典
菝仔,菝仔有到分無，共伊㨂甲一下就知。,"Pua̍t-á ū kàu-hun--bô, kā i tàng-kah--tsi̍t-ē tō tsai.。",番石榴熟了沒，用指甲刺探看看就知道。,㨂甲,完整,2025-08-27 15:19:54,教育部臺灣台語常用詞辭典
葉仔,有人抾雨傘樹拄落落來的葉仔來治肝病，毋過有病應該愛去予醫生看才著。,"Ū lâng khioh hōo-suànn-tshiū tú lak--lo̍h-lâi ê hio̍h-á lâi tī kuann-pēnn, m̄-koh ū pēnn ing-kai ài khì hōo i-sing khuànn tsiah tio̍h.。",有人撿大葉欖仁剛掉落的葉子來治肝病，不過有病應該還是去看醫生才對。,雨傘樹,完整,2025-08-27 15:23:50,教育部臺灣台語常用詞辭典
葡萄,酒廠買葡萄去激酒。,Tsiú-tshiúnn bé phû-tô khì kik-tsiú.。,酒廠買葡萄去釀酒。,激酒,完整,2025-08-27 15:19:06,教育部臺灣台語常用詞辭典
蒜仔,食蒜仔吐蕗蕎。,Tsia̍h suàn-á thòo lōo-giō.。蒜頭比蕗蕎便宜，故用來比喻得不償失。,吃蒜頭吐蕗蕎。蒜頭比蕗蕎便宜，故用來比喻得不償失。,蕗蕎,完整,2025-08-27 15:19:40,教育部臺灣台語常用詞辭典
蒜頭,種蒜頭的作穡人攏揀較媠的提去賣，留一寡脯去的家己食，莫怪人講：「燒瓷的食缺，織蓆的睏椅。」,"Tsìng suàn-thâu ê tsoh-sit-lâng lóng kíng khah suí--ê the̍h-khì bē, lâu tsi̍t-kuá póo--khì--ê ka-kī tsia̍h, bo̍k-kuài lâng kóng, “Sio-huî--ê tsia̍h khih, tsit-tshio̍h--ê khùn í.”。」",蒜農都挑比較漂亮的拿去賣，留一些乾癟的自己吃，難怪人家說「燒瓷的自己用有缺口的碗，織草蓆的在椅子上睡覺。」,燒瓷的食缺，織蓆的睏椅。,完整,2025-08-27 15:20:36,教育部臺灣台語常用詞辭典
蓮花,蓮花頭窒咧，著愛清清咧。,"Liân-hue-thâu that--leh, tio̍h-ài tshing-tshing--leh.。",蓮蓬頭塞住了，需要清理一下。,蓮花頭,完整,2025-08-27 15:21:32,教育部臺灣台語常用詞辭典
蓮霧,這新品種的蓮霧一斤著兩百，你若交關兩斤，共你三割引就好。,"Tse sin phín-tsíng ê lián-bū tsi̍t kin tio̍h nn̄g-pah, lí nā kau-kuan--nn̄g-kin, kā lí sann kuah-ín tō hó.。",這新品種的蓮霧一斤得兩百，你如果能買個兩斤，按售價減除三成賣你就好。,割引,完整,2025-08-27 15:20:39,教育部臺灣台語常用詞辭典
蔥仔,伊食火鍋搵料愛濫醋、蒜茸、番薑仔、蔥仔、豆乳、香油，伊講愛較厚味才會好食。,"I tsia̍h hué-ko ùn-liāu ài lām tshòo, suàn-jiông, huan-kiunn-á, tshang-á, tāu-jú, hiang-iû, i kóng ài khah kāu-bī tsiah ē hó-tsia̍h.。",他吃火鍋沾醬要摻雜醋、蒜泥、辣椒、蔥、豆腐乳、香油，他說要五味俱全才會好吃。,厚味,完整,2025-08-27 15:19:01,教育部臺灣台語常用詞辭典
蔥頭,蔥頭味真薟，予人切甲流目屎。,"Tshang-thâu bī tsin hiam, hōo lâng tshiat kah lâu ba̍k-sái.。",洋蔥味真嗆，讓人切得流眼淚。,薟,完整,2025-08-27 15:20:22,教育部臺灣台語常用詞辭典
蕹菜,阿明開店做生理有趁著一點仔錢，就想欲借錢開連鎖店，𪜶某緊共擋講，你毋通「食無三把蕹菜，就欲上西天」。,"A-bîng khui-tiàm tsò-sing-lí ū thàn-tio̍h tsi̍t-tiám-á tsînn, tō siūnn-beh tsioh tsînn khui liân-só-tiàm, in bóo kín kā tòng kóng, lí m̄-thang “tsia̍h bô sann pé ìng-tshài, tō beh tsiūnn se-thian”.。",阿明開店做生意是賺到了一點錢，就想要貸款開連鎖店，他太太趕忙阻止他說，你別「吃不到三把空心菜，就妄想可以上西天」。,食無三把蕹菜，就欲上西天。,完整,2025-08-27 15:22:40,教育部臺灣台語常用詞辭典
蘋果,進口的蘋果通常攏有蓋蠟。,Tsìn-kháu ê phông-kó thong-siông lóng ū kài-la̍h.。,進口的蘋果通常都有上蠟。,蓋蠟,完整,2025-08-27 15:19:52,教育部臺灣台語常用詞辭典
蘭花,這款蘭花真貴氣，無好種。,"Tsit khuán lân-hue tsin kuì-khì, bô hó tsìng.。",這種蘭花帶貴氣，很不容易培育。,貴氣,完整,2025-08-27 15:19:37,教育部臺灣台語常用詞辭典
金瓜,想欲食金瓜湯，煞規菜市仔攏無人咧賣金瓜，「無魚，蝦嘛好」，今仔日先買冬瓜轉來去𤉙排骨湯。,"Siūnn-beh tsia̍h kim-kue-thng, suah kui tshài-tshī-á lóng bô lâng teh bē kim-kue, “bô hî, hê mā hó”, kin-á-ji̍t sing bé tang-kue tńg lâi-khì kûn pâi-kut-thng.。",想喝南瓜湯，整個菜市場卻沒有人賣南瓜，「退而求其次」，今天先買冬瓜回家煮排骨湯。,無魚，蝦嘛好。,完整,2025-08-27 15:23:17,教育部臺灣台語常用詞辭典
青草,阿媽共燃好的青草仔茶，用漏仔貯入去玻璃矸仔，冰佇冰箱予逐家啉。,"A-má kā hiânn-hó ê tshenn-tsháu-á-tê, iōng lāu-á té ji̍p-khì po-lê kan-á, ping tī ping-siunn hōo ta̍k-ke lim.。",奶奶把煮好的青草茶，用漏斗裝進玻璃瓶中，冰在冰箱給大家喝。,漏仔,完整,2025-08-27 15:19:18,教育部臺灣台語常用詞辭典
韭菜,韭菜花炒透抽，真佮喙。,"Kú-tshài-hue tshá thàu-thiu, tsin kah-tshuì.。",韭菜花炒透抽，很合胃口。,透抽,完整,2025-08-27 15:24:30,教育部臺灣台語常用詞辭典
香菇,香菇欲煮進前愛先浸水。,Hiunn-koo beh tsú tsìn-tsîng ài sing tsìm tsuí.。,香菇要煮之前要先泡水。,浸,完整,2025-08-27 15:20:27,教育部臺灣台語常用詞辭典
高麗菜,你這馬看著高麗菜的價數好，才欲攢落去種，敢會赴市？,"Lí tsit-má khuànn-tio̍h ko-lê-tshài ê kè-siàu hó, tsiah beh tshuân lo̍h-khì tsìng, kám ē-hù-tshī",你現在看到高麗菜的價格好，才想要準備去栽種，哪趕得上時機呢？,會赴市,完整,2025-08-27 15:22:57,教育部臺灣台語常用詞辭典
龍眼,表姊目頭懸，揣對象揀東揀西、揀碗揀箸，啥人知影經過幾若年煞「揀啊揀，揀著一个賣龍眼」。,"Piáu-tsí ba̍k-thâu kuân, tshuē tuì-siōng kíng-tang-kíng-sai, kíng-uánn-kíng-tī, siánn-lâng tsai-iánn king-kuè kuí-nā nî suah “kíng--ah kíng, kíng-tio̍h tsi̍t ê bē lîng-gíng”.。",表姊眼光高，找對象挑三揀四、東挑西揀，誰知道經過好幾年卻「挑來選去，最後選了個不怎樣的人」。,揀啊揀，揀著一个賣龍眼。,完整,2025-08-27 15:19:57,教育部臺灣台語常用詞辭典
